AgentKey,AgentType,Year,TransactionSides,TotalSalesVolume,GCI
2004680558.0,REALTOR,2024,2,889201.0,24897.628
2004703055.0,REALTOR,2024,1,380000.0,11400.0
2004705078.0,REALTOR,2024,2,1295000.0,36260.0
2004706182.0,NON-REALTOR,2024,2,1650000.0,47850.0
2004706352.0,REALTOR,2024,1,323000.0,9044.0
2004706892.0,REALTOR,2024,1,400000.0,11200.0
2004724143.0,REALTOR,2024,18,10756366.0,302973.248
2004727107.0,REALTOR,2024,1,445000.0,12460.0
2004750274.0,REALTOR,2024,1,650000.0,18200.0
2004765027.0,NON-REALTOR,2024,1,965000.0,27020.0
2004798204.0,REALTOR,2024,3,1618094.0,47772.82
2004804541.0,REALTOR,2024,1,855000.0,25650.0
2004810836.0,REALTOR,2024,1,211000.0,5908.0
2004817134.0,REALTOR,2024,1,750000.0,22500.0
2004825503.0,REALTOR,2024,1,615000.0,17220.0
2004826352.0,REALTOR,2024,1,370000.0,11100.0
2004827217.0,NON-REALTOR,2024,8,4680788.0,135562.064
2004843760.0,NON-REALTOR,2024,1,570000.0,17100.0
2004851409.0,NON-REALTOR,2024,7,2309000.0,67096.0
2004857057.0,NON-REALTOR,2024,4,2282000.0,65156.0
2004858625.0,NON-REALTOR,2024,2,1368000.0,38752.0
2004881166.0,REALTOR,2024,9,4842000.0,139926.0
2004881580.0,REALTOR,2024,9,19172999.0,568889.97
2004881766.0,NON-REALTOR,2024,1,599000.0,16772.0
2004882249.0,NON-REALTOR,2024,2,1269000.0,36550.0
2004891204.0,NON-REALTOR,2024,1,365000.0,10220.0
2004897444.0,REALTOR,2024,3,1484664.0,44148.092000000004
2004912749.0,NON-REALTOR,2024,2,1450000.0,40600.0
2004914430.0,NON-REALTOR,2024,2,1365000.0,40950.0
2004923282.0,REALTOR,2024,6,3770000.0,105560.0
2004945305.0,REALTOR,2024,5,3983000.0,113524.0
2004956269.0,REALTOR,2024,1,698000.0,19544.0
2004969643.0,REALTOR,2024,1,830000.0,24900.0
2004971340.0,REALTOR,2024,13,6176300.0,172936.4
2004972767.0,REALTOR,2024,4,1460000.0,41590.0
2004975861.0,REALTOR,2024,9,6934300.0,199239.0
2004999838.0,NON-REALTOR,2024,2,500000.0,14500.0
2005005018.0,NON-REALTOR,2024,3,964880.0,27016.64
2005012399.0,REALTOR,2024,2,4050750.0,118571.0
2005020226.0,REALTOR,2024,5,9234950.0,275318.6
2005077819.0,REALTOR,2024,2,707600.0,20538.0
2005078015.0,REALTOR,2024,6,4377000.0,124416.0
2005095301.0,REALTOR,2024,1,750000.0,22500.0
2005100887.0,REALTOR,2024,4,3862500.0,115875.0
2005103770.0,REALTOR,2024,3,2780500.0,81075.0
2005104678.0,NON-REALTOR,2024,1,502500.0,14070.0
2005121444.0,REALTOR,2024,2,1045000.0,30180.0
2005122074.0,REALTOR,2024,2,2170000.0,64060.0
2005140416.0,REALTOR,2024,1,1265000.0,35420.0
2005140668.0,NON-REALTOR,2024,2,1252000.0,35056.0
2005142679.0,REALTOR,2024,6,3222000.0,95964.0
2005144592.0,REALTOR,2024,4,215000.0,6256.0
2005144666.0,REALTOR,2024,1,675000.0,18900.0
2005148590.0,NON-REALTOR,2024,2,1307000.0,36596.0
2005150535.0,REALTOR,2024,2,1233000.0,35574.0
2005167309.0,REALTOR,2024,3,3332230.0,98116.9
2005171389.0,REALTOR,2024,1,950000.0,28500.0
2005179258.0,REALTOR,2024,2,1096000.0,31503.0
2005211244.0,NON-REALTOR,2024,3,1159500.0,33755.0
2005211847.0,REALTOR,2024,15,9117307.0,262998.596
2005218932.0,REALTOR,2024,1,445000.0,13350.0
2005230307.0,NON-REALTOR,2024,1,775000.0,21700.0
2005234689.0,REALTOR,2024,4,2785900.0,79405.2
2005242794.0,NON-REALTOR,2024,11,4672794.0,135248.232
2005243682.0,NON-REALTOR,2024,1,681000.0,20430.0
2005243682.0,REALTOR,2024,3,2105000.0,63150.0
2005245366.0,REALTOR,2024,7,7399500.0,209136.0
2005250134.0,REALTOR,2024,4,988000.0,28637.0
2005269943.0,NON-REALTOR,2024,1,340000.0,10200.0
2005279816.0,REALTOR,2024,3,2094000.0,58632.0
2005303403.0,REALTOR,2024,4,2276000.0,64386.0
2005306164.0,REALTOR,2024,1,580000.0,17400.0
2005314122.0,REALTOR,2024,6,3801000.0,110542.0
2005314722.0,REALTOR,2024,1,2450000.0,68600.0
2005330151.0,REALTOR,2024,2,1250000.0,36030.0
2005332128.0,NON-REALTOR,2024,4,2462000.0,70792.0
2005346624.0,REALTOR,2024,1,410000.0,11480.0
2005349994.0,REALTOR,2024,1,870000.0,26100.0
2005350787.0,REALTOR,2024,2,8050000.0,230500.0
2005352328.0,NON-REALTOR,2024,2,855000.0,24580.0
2005353028.0,REALTOR,2024,7,4084500.0,119229.0
2005365777.0,REALTOR,2024,2,1157000.0,33616.0
2005367285.0,NON-REALTOR,2024,1,475000.0,14250.0
2005385277.0,REALTOR,2024,2,1195000.0,34640.0
2005398906.0,REALTOR,2024,1,510000.0,15300.0
2005403508.0,REALTOR,2024,3,2452500.0,73575.0
2005413234.0,REALTOR,2024,5,2775900.0,79975.2
2005443966.0,REALTOR,2024,2,1685000.0,50550.0
2005444040.0,REALTOR,2024,1,560000.0,16800.0
2005445052.0,REALTOR,2024,1,755000.0,22650.0
2005451423.0,REALTOR,2024,1,98500.0,2758.0
2005452807.0,NON-REALTOR,2024,1,500000.0,15000.0
2005454422.0,REALTOR,2024,1,725000.0,20300.0
2005488369.0,REALTOR,2024,4,1624150.0,47994.5
2005538920.0,REALTOR,2024,1,805000.0,24150.0
2005540678.0,REALTOR,2024,3,894700.0,25621.4
2005570691.0,NON-REALTOR,2024,1,340000.0,10200.0
2005570691.0,REALTOR,2024,1,340000.0,10200.0
2005570699.0,REALTOR,2024,1,664000.0,18592.0
2005573900.0,NON-REALTOR,2024,3,1515000.0,43400.0
2005579625.0,REALTOR,2024,11,3926000.0,115106.0
2005594867.0,REALTOR,2024,3,2250000.0,66000.0
2005638306.0,REALTOR,2024,1,440000.0,13200.0
2005654045.0,REALTOR,2024,6,4267300.0,124530.6
2005654186.0,REALTOR,2024,1,805000.0,22540.0
2005655687.0,NON-REALTOR,2024,5,3570000.0,106200.0
2005659262.0,REALTOR,2024,6,3229300.0,93284.4
2005663703.0,REALTOR,2024,21,11154320.0,322911.96
2005705500.0,NON-REALTOR,2024,1,520000.0,14560.0
2005713388.0,REALTOR,2024,1,320000.0,8960.0
2005717622.0,REALTOR,2024,1,479900.0,13437.2
2005738936.0,NON-REALTOR,2024,1,470000.0,14100.0
2005746875.0,NON-REALTOR,2024,1,170000.0,4760.0
2005758263.0,REALTOR,2024,5,7950000.0,229110.0
2005775584.0,NON-REALTOR,2024,8,5134000.0,146232.0
2005775584.0,REALTOR,2024,1,379999.0,11399.97
2005803988.0,REALTOR,2024,4,3189000.0,95670.0
2005818511.0,REALTOR,2024,7,5236350.0,149555.8
2005822636.0,REALTOR,2024,1,525000.0,14700.0
2005842541.0,NON-REALTOR,2024,2,740000.0,22200.0
2005859572.0,REALTOR,2024,3,1097000.0,30716.0
2005859886.0,NON-REALTOR,2024,5,3824900.0,111527.2
2005864715.0,REALTOR,2024,1,560000.0,15680.0
2005875775.0,REALTOR,2024,6,3130000.0,92940.0
2005884387.0,REALTOR,2024,2,832000.0,24220.0
2005896891.0,REALTOR,2024,1,540000.0,16200.0
2005896895.0,REALTOR,2024,1,495000.0,14850.0
2005909972.0,NON-REALTOR,2024,5,2832500.0,80313.0
2005913758.0,NON-REALTOR,2024,3,788000.0,22064.0
2005938279.0,REALTOR,2024,1,360000.0,10080.0
2005982585.0,REALTOR,2024,1,365000.0,10220.0
2005993866.0,REALTOR,2024,1,640000.0,17920.0
2006002292.0,NON-REALTOR,2024,4,3113500.0,92145.0
2006002292.0,REALTOR,2024,5,3051000.0,89158.0
2006006532.0,REALTOR,2024,9,6534000.0,192496.0
2006012510.0,REALTOR,2024,6,2828838.0,79615.14
2006018736.0,REALTOR,2024,3,1712000.0,49100.0
2006033836.0,REALTOR,2024,3,9730000.0,284070.0
2006051084.0,REALTOR,2024,9,3466800.0,100390.2
2006075045.0,REALTOR,2024,1,673500.0,18858.0
